N1C1W1_A,GA,31,4
N1C1W1_B,GA,35,8
N1C1W1_C,GA,26,5
N1C1W1_D,GA,31,7
N1C1W1_E,GA,31,7
N1C1W1_F,GA,31,5
N1C1W1_G,GA,30,6
N1C1W1_H,GA,36,7
N1C1W1_I,GA,28,6
N1C1W1_J,GA,30,7
N1C1W1_K,GA,30,6
N1C1W1_L,GA,38,7
N1C1W1_M,GA,34,8
N1C1W1_N,GA,30,6
N1C1W1_O,GA,38,8
N1C1W1_P,GA,31,4
N1C1W1_Q,GA,34,8
N1C1W1_R,GA,31,6
N1C1W1_S,GA,34,5
N1C1W1_T,GA,35,8
N1C1W2_A,GA,32,8
N1C1W2_B,GA,36,7
N1C1W2_C,GA,37,7
N1C1W2_D,GA,36,7
N1C1W2_E,GA,40,8
N1C1W2_F,GA,35,7
N1C1W2_G,GA,36,7
N1C1W2_H,GA,38,8
N1C1W2_I,GA,41,8
N1C1W2_J,GA,42,8
N1C1W2_K,GA,39,8
N1C1W2_L,GA,36,7
N1C1W2_M,GA,37,7
N1C1W2_N,GA,38,8
N1C1W2_O,GA,35,7
N1C1W2_P,GA,38,8
N1C1W2_Q,GA,40,8
N1C1W2_R,GA,38,6
N1C1W2_S,GA,41,9
N1C1W2_T,GA,41,8
N1C1W4_A,GA,39,6
N1C1W4_B,GA,42,6
N1C1W4_C,GA,41,8
N1C1W4_D,GA,43,9
N1C1W4_E,GA,42,8
N1C1W4_F,GA,40,8
N1C1W4_G,GA,42,6
N1C1W4_H,GA,44,9
N1C1W4_I,GA,41,6
N1C1W4_J,GA,42,9
N1C1W4_K,GA,45,9
N1C1W4_L,GA,41,8
N1C1W4_M,GA,44,8
N1C1W4_N,GA,42,8
N1C1W4_O,GA,38,7
N1C1W4_P,GA,43,9
N1C1W4_Q,GA,41,8
N1C1W4_R,GA,43,8
N1C1W4_S,GA,41,8
N1C1W4_T,GA,45,8
N1C2W1_A,GA,25,5
N1C2W1_B,GA,32,6
N1C2W1_C,GA,31,5
N1C2W1_D,GA,26,4
N1C2W1_E,GA,22,4
N1C2W1_F,GA,30,6
N1C2W1_G,GA,27,5
N1C2W1_H,GA,28,6
N1C2W1_I,GA,32,7
N1C2W1_J,GA,34,7
N1C2W1_K,GA,28,5
N1C2W1_L,GA,29,6
N1C2W1_M,GA,30,6
N1C2W1_N,GA,25,5
N1C2W1_O,GA,18,4
N1C2W1_P,GA,26,5
N1C2W1_Q,GA,29,6
N1C2W1_R,GA,28,6
N1C2W1_S,GA,28,4
N1C2W1_T,GA,29,4
N1C2W2_A,GA,30,6
N1C2W2_B,GA,33,8
N1C2W2_C,GA,35,8
N1C2W2_D,GA,29,4
N1C2W2_E,GA,40,6
N1C2W2_F,GA,31,7
N1C2W2_G,GA,35,8
N1C2W2_H,GA,30,5
N1C2W2_I,GA,32,7
N1C2W2_J,GA,30,5
N1C2W2_K,GA,34,8
N1C2W2_L,GA,35,7
N1C2W2_M,GA,35,7
N1C2W2_N,GA,33,7
N1C2W2_O,GA,33,8
N1C2W2_P,GA,29,6
N1C2W2_Q,GA,34,6
N1C2W2_R,GA,31,7
N1C2W2_S,GA,30,6
N1C2W2_T,GA,32,8
N1C2W4_A,GA,35,8
N1C2W4_B,GA,37,6
N1C2W4_C,GA,38,6
N1C2W4_D,GA,33,5
N1C2W4_E,GA,35,6
N1C2W4_F,GA,37,5
N1C2W4_G,GA,38,5
N1C2W4_H,GA,36,6
N1C2W4_I,GA,38,5
N1C2W4_J,GA,35,8
N1C2W4_K,GA,38,9
N1C2W4_L,GA,35,7
N1C2W4_M,GA,36,8
N1C2W4_N,GA,38,8
N1C2W4_O,GA,35,7
N1C2W4_P,GA,34,8
N1C2W4_Q,GA,39,8
N1C2W4_R,GA,39,8
N1C2W4_S,GA,41,8
N1C2W4_T,GA,32,7
N1C3W1_A,GA,20,4
N1C3W1_B,GA,20,4
N1C3W1_C,GA,22,5
N1C3W1_D,GA,23,5
N1C3W1_E,GA,19,5
N1C3W1_F,GA,25,5
N1C3W1_G,GA,18,4
N1C3W1_H,GA,24,5
N1C3W1_I,GA,21,4
N1C3W1_J,GA,20,4
N1C3W1_K,GA,20,5
N1C3W1_L,GA,20,5
N1C3W1_M,GA,20,5
N1C3W1_N,GA,25,6
