N1C3W1_O,GA,19,3
N1C3W1_P,GA,23,6
N1C3W1_Q,GA,27,5
N1C3W1_R,GA,27,5
N1C3W1_S,GA,20,4
N1C3W1_T,GA,22,5
N1C3W2_A,GA,23,5
N1C3W2_B,GA,26,5
N1C3W2_C,GA,27,6
N1C3W2_D,GA,24,5
N1C3W2_E,GA,27,5
N1C3W2_F,GA,29,4
N1C3W2_G,GA,30,4
N1C3W2_H,GA,28,4
N1C3W2_I,GA,24,5
N1C3W2_J,GA,27,5
N1C3W2_K,GA,27,6
N1C3W2_L,GA,27,5
N1C3W2_M,GA,25,5
N1C3W2_N,GA,28,5
N1C3W2_O,GA,24,5
N1C3W2_P,GA,21,5
N1C3W2_Q,GA,23,5
N1C3W2_R,GA,23,3
N1C3W2_S,GA,26,4
N1C3W2_T,GA,27,4
N1C3W4_A,GA,25,4
N1C3W4_B,GA,29,4
N1C3W4_C,GA,31,7
N1C3W4_D,GA,27,5
N1C3W4_E,GA,27,4
N1C3W4_F,GA,26,4
N1C3W4_G,GA,30,4
N1C3W4_H,GA,29,6
N1C3W4_I,GA,30,6
N1C3W4_J,GA,26,5
N1C3W4_K,GA,29,5
N1C3W4_L,GA,25,4
N1C3W4_M,GA,25,4
N1C3W4_N,GA,25,6
N1C3W4_O,GA,28,4
N1C3W4_P,GA,31,4
N1C3W4_Q,GA,31,7
N1C3W4_R,GA,27,5
N1C3W4_S,GA,27,5
N1C3W4_T,GA,31,7
N2C1W1_A,GA,60,12
N2C1W1_B,GA,64,12
N2C1W1_C,GA,57,10
N2C1W1_D,GA,64,11
N2C1W1_E,GA,70,13
N2C1W1_F,GA,61,11
N2C1W1_G,GA,71,14
N2C1W1_H,GA,64,13
N2C1W1_I,GA,75,14
N2C1W1_J,GA,67,13
N2C1W1_K,GA,70,13
N2C1W1_L,GA,67,13
N2C1W1_M,GA,60,11
N2C1W1_N,GA,63,12
N2C1W1_O,GA,58,12
N2C1W1_P,GA,68,14
N2C1W1_Q,GA,58,11
N2C1W1_R,GA,70,14
N2C1W1_S,GA,58,10
N2C1W1_T,GA,64,13
N2C1W2_A,GA,79,11
N2C1W2_B,GA,72,12
N2C1W2_C,GA,80,11
N2C1W2_D,GA,86,14
N2C1W2_E,GA,80,12
N2C1W2_F,GA,76,12
N2C1W2_G,GA,82,17
N2C1W2_H,GA,80,14
N2C1W2_I,GA,80,16
N2C1W2_J,GA,80,16
N2C1W2_K,GA,86,16
N2C1W2_L,GA,78,12
N2C1W2_M,GA,81,12
N2C1W2_N,GA,80,15
N2C1W2_O,GA,76,15
N2C1W2_P,GA,80,15
N2C1W2_Q,GA,80,15
N2C1W2_R,GA,84,12
N2C1W2_S,GA,79,12
N2C1W2_T,GA,76,15
N2C1W4_A,GA,88,16
N2C1W4_B,GA,83,16
N2C1W4_C,GA,87,15
N2C1W4_D,GA,90,17
N2C1W4_E,GA,83,17
N2C1W4_F,GA,87,16
N2C1W4_G,GA,83,16
N2C1W4_H,GA,86,17
N2C1W4_I,GA,86,12
N2C1W4_J,GA,90,12
N2C1W4_K,GA,84,16
N2C1W4_L,GA,89,17
N2C1W4_M,GA,87,14
N2C1W4_N,GA,85,16
N2C1W4_O,GA,88,12
N2C1W4_P,GA,78,12
N2C1W4_Q,GA,86,12
N2C1W4_R,GA,87,12
N2C1W4_S,GA,92,12
N2C1W4_T,GA,84,12
N2C2W1_A,GA,52,11
N2C2W1_B,GA,61,11
N2C2W1_C,GA,51,10
N2C2W1_D,GA,54,10
N2C2W1_E,GA,52,10
N2C2W1_F,GA,60,11
N2C2W1_G,GA,59,11
N2C2W1_H,GA,56,11
N2C2W1_I,GA,58,8
N2C2W1_J,GA,54,8
N2C2W1_K,GA,54,8
N2C2W1_L,GA,60,9
N2C2W1_M,GA,56,8
N2C2W1_N,GA,58,8
N2C2W1_O,GA,61,12
N2C2W1_P,GA,59,9
N2C2W1_Q,GA,61,9
N2C2W1_R,GA,53,8
N2C2W1_S,GA,55,11
N2C2W1_T,GA,48,10
N2C2W2_A,GA,66,15
N2C2W2_B,GA,68,14
N2C2W2_C,GA,66,15
N2C2W2_D,GA,67,15
N2C2W2_E,GA,65,12
N2C2W2_F,GA,59,12
N2C2W2_G,GA,68,13
N2C2W2_H,GA,67,14
N2C2W2_I,GA,62,13
N2C2W2_J,GA,72,15
N2C2W2_K,GA,64,12
N2C2W2_L,GA,71,14
N2C2W2_M,GA,67,12
N2C2W2_N,GA,65,13
N2C2W2_O,GA,66,14
N2C2W2_P,GA,66,14
N2C2W2_Q,GA,70,14
N2C2W2_R,GA,65,12
N2C2W2_S,GA,71,15
N2C2W2_T,GA,68,15
N2C2W4_A,GA,72,11
N2C2W4_B,GA,75,15
N2C2W4_C,GA,78,15
N2C2W4_D,GA,77,15
N2C2W4_E,GA,72,16
N2C2W4_F,GA,74,12
N2C2W4_G,GA,76,12
N2C2W4_H,GA,75,11
N2C2W4_I,GA,73,15
N2C2W4_J,GA,75,15
N2C2W4_K,GA,75,14
N2C2W4_L,GA,72,15
N2C2W4_M,GA,78,11
N2C2W4_N,GA,77,16
N2C2W4_O,GA,75,14
N2C2W4_P,GA,73,16
N2C2W4_Q,GA,73,15
N2C2W4_R,GA,72,15
N2C2W4_S,GA,71,11
N2C2W4_T,GA,72,15
N2C3W1_A,GA,44,9
N2C3W1_B,GA,44,10
N2C3W1_C,GA,45,7
N2C3W1_D,GA,48,10
N2C3W1_E,GA,42,8
N2C3W1_F,GA,43,9
N2C3W1_G,GA,40,8
N2C3W1_H,GA,45,9
N2C3W1_I,GA,41,9
N2C3W1_J,GA,42,10
N2C3W1_K,GA,45,10
N2C3W1_L,GA,45,7
N2C3W1_M,GA,36,9
N2C3W1_N,GA,40,9
N2C3W1_O,GA,43,9
N2C3W1_P,GA,44,10
N2C3W1_Q,GA,40,7
N2C3W1_R,GA,42,10
N2C3W1_S,GA,44,7
N2C3W1_T,GA,45,10
N2C3W2_A,GA,53,7
N2C3W2_B,GA,56,8
N2C3W2_C,GA,52,10
N2C3W2_D,GA,53,8
N2C3W2_E,GA,49,10
N2C3W2_F,GA,48,10
N2C3W2_G,GA,52,10
N2C3W2_H,GA,46,7
N2C3W2_I,GA,59,9
N2C3W2_J,GA,58,8
N2C3W2_K,GA,56,10
N2C3W2_L,GA,51,10
N2C3W2_M,GA,55,10
N2C3W2_N,GA,52,10
N2C3W2_O,GA,57,10
N2C3W2_P,GA,53,8
N2C3W2_Q,GA,51,7
N2C3W2_R,GA,51,7
N2C3W2_S,GA,56,8
N2C3W2_T,GA,52,8
N2C3W4_A,GA,56,11
N2C3W4_B,GA,57,10
N2C3W4_C,GA,52,9
N2C3W4_D,GA,56,11
N2C3W4_E,GA,60,12
N2C3W4_F,GA,60,11
N2C3W4_G,GA,55,11
N2C3W4_H,GA,53,11
N2C3W4_I,GA,56,10
N2C3W4_J,GA,54,10
N2C3W4_K,GA,59,11
N2C3W4_L,GA,57,11
N2C3W4_M,GA,56,11
N2C3W4_N,GA,60,11
N2C3W4_O,GA,57,10
N2C3W4_P,GA,58,10
N2C3W4_Q,GA,58,10
N2C3W4_R,GA,53,10
N2C3W4_S,GA,52,10
N2C3W4_T,GA,58,10
N3C1W1_A,GA,133,26
N3C1W1_B,GA,142,25
N3C1W1_C,GA,123,25
N3C1W1_D,GA,133,27
N3C1W1_E,GA,124,21
N3C1W1_F,GA,137,26
N3C1W1_G,GA,137,24
N3C1W1_H,GA,134,22
N3C1W1_I,GA,132,21
N3C1W1_J,GA,140,22
N3C1W1_K,GA,128,26
N3C1W1_L,GA,122,24
N3C1W1_M,GA,138,21
N3C1W1_N,GA,121,22
N3C1W1_O,GA,125,20
N3C1W1_P,GA,138,27
N3C1W1_Q,GA,129,24
N3C1W1_R,GA,125,25
N3C1W1_S,GA,129,20
N3C1W1_T,GA,128,26
N3C1W2_A,GA,160,25
N3C1W2_B,GA,153,25
N3C1W2_C,GA,157,29
N3C1W2_D,GA,167,30
N3C1W2_E,GA,161,31
N3C1W2_F,GA,153,29
N3C1W2_G,GA,165,29
N3C1W2_H,GA,160,24
N3C1W2_I,GA,155,23
N3C1W2_J,GA,158,23
N3C1W2_K,GA,150,23
N3C1W2_L,GA,169,24
N3C1W2_M,GA,163,24
N3C1W2_N,GA,164,24
N3C1W2_O,GA,155,28
N3C1W2_P,GA,157,29
N3C1W2_Q,GA,164,24
N3C1W2_R,GA,155,23
N3C1W2_S,GA,160,24
N3C1W2_T,GA,167,24
N3C1W4_A,GA,176,25
N3C1W4_B,GA,174,30
N3C1W4_C,GA,172,24
N3C1W4_D,GA,176,31
N3C1W4_E,GA,174,30
N3C1W4_F,GA,173,25
N3C1W4_G,GA,175,25
N3C1W4_H,GA,167,24
N3C1W4_I,GA,166,29
N3C1W4_J,GA,171,24
N3C1W4_K,GA,173,30
N3C1W4_L,GA,174,29
N3C1W4_M,GA,177,25
N3C1W4_N,GA,170,24
N3C1W4_O,GA,169,24
N3C1W4_P,GA,170,30
N3C1W4_Q,GA,174,30
N3C1W4_R,GA,171,31
N3C1W4_S,GA,173,31
N3C1W4_T,GA,173,31
N3C2W1_A,GA,116,22
N3C2W1_B,GA,109,18
N3C2W1_C,GA,110,21
N3C2W1_D,GA,113,21
N3C2W1_E,GA,114,21
N3C2W1_F,GA,118,21
N3C2W1_G,GA,116,17
N3C2W1_H,GA,116,21
N3C2W1_I,GA,116,19
N3C2W1_J,GA,114,19
N3C2W1_K,GA,100,15
N3C2W1_L,GA,122,17
N3C2W1_M,GA,109,16
N3C2W1_N,GA,116,16
N3C2W1_O,GA,112,20
N3C2W1_P,GA,120,21
N3C2W1_Q,GA,109,20
N3C2W1_R,GA,107,21
N3C2W1_S,GA,116,21
N3C2W1_T,GA,105,22
N3C2W2_A,GA,143,25
N3C2W2_B,GA,133,28
N3C2W2_C,GA,135,26
N3C2W2_D,GA,137,22
N3C2W2_E,GA,144,28
N3C2W2_F,GA,142,24
N3C2W2_G,GA,137,27
N3C2W2_H,GA,146,24
N3C2W2_I,GA,129,27
N3C2W2_J,GA,133,27
N3C2W2_K,GA,143,24
N3C2W2_L,GA,139,28
N3C2W2_M,GA,140,28
N3C2W2_N,GA,136,24
N3C2W2_O,GA,139,24
N3C2W2_P,GA,139,24
N3C2W2_Q,GA,137,24
N3C2W2_R,GA,143,26
N3C2W2_S,GA,139,27
N3C2W2_T,GA,137,27
N3C2W4_A,GA,143,24
N3C2W4_B,GA,140,24
N3C2W4_C,GA,159,25
N3C2W4_D,GA,149,24
N3C2W4_E,GA,138,23
N3C2W4_F,GA,144,24
N3C2W4_G,GA,154,24
N3C2W4_H,GA,141,23
N3C2W4_I,GA,146,24
N3C2W4_J,GA,154,24
N3C2W4_K,GA,151,24
N3C2W4_L,GA,149,24
N3C2W4_M,GA,152,24
N3C2W4_N,GA,155,23
N3C2W4_O,GA,150,23
N3C2W4_P,GA,150,23
N3C2W4_Q,GA,153,28
N3C2W4_R,GA,156,29
N3C2W4_S,GA,150,28
N3C2W4_T,GA,151,25
N3C3W1_A,GA,83,14
N3C3W1_B,GA,93,15
N3C3W1_C,GA,89,14
N3C3W1_D,GA,81,13
N3C3W1_E,GA,88,14
N3C3W1_F,GA,88,17
N3C3W1_G,GA,81,17
N3C3W1_H,GA,87,16
N3C3W1_I,GA,89,14
N3C3W1_J,GA,84,14
N3C3W1_K,GA,80,18
N3C3W1_L,GA,87,18
N3C3W1_M,GA,91,18
N3C3W1_N,GA,87,14
N3C3W1_O,GA,84,19
N3C3W1_P,GA,95,19
N3C3W1_Q,GA,96,19
N3C3W1_R,GA,85,18
N3C3W1_S,GA,86,18
N3C3W1_T,GA,86,17
N3C3W2_A,GA,108,20
N3C3W2_B,GA,108,20
N3C3W2_C,GA,103,15
N3C3W2_D,GA,100,19
N3C3W2_E,GA,101,19
N3C3W2_F,GA,101,20
N3C3W2_G,GA,104,19
N3C3W2_H,GA,109,21
N3C3W2_I,GA,101,20
N3C3W2_J,GA,106,18
N3C3W2_K,GA,108,21
N3C3W2_L,GA,107,17
N3C3W2_M,GA,110,20
N3C3W2_N,GA,98,20
N3C3W2_O,GA,106,20
N3C3W2_P,GA,104,15
N3C3W2_Q,GA,96,19
N3C3W2_R,GA,101,19
N3C3W2_S,GA,103,19
N3C3W2_T,GA,103,17
N3C3W4_A,GA,117,22
N3C3W4_B,GA,110,21
N3C3W4_C,GA,116,21
N3C3W4_D,GA,115,18
N3C3W4_E,GA,109,21
N3C3W4_F,GA,110,20
N3C3W4_G,GA,123,23
N3C3W4_H,GA,105,15
N3C3W4_I,GA,121,21
N3C3W4_J,GA,110,18
N3C3W4_K,GA,116,21
N3C3W4_L,GA,114,21
N3C3W4_M,GA,112,18
N3C3W4_N,GA,114,16
N3C3W4_O,GA,111,22
N3C3W4_P,GA,109,18
N3C3W4_Q,GA,113,21
N3C3W4_R,GA,112,17
N3C3W4_S,GA,105,21
N3C3W4_T,GA,108,16
N4C1W1_A,GA,313,47
N4C1W1_B,GA,343,49
N4C1W1_C,GA,310,47
N4C1W1_D,GA,317,55
N4C1W1_E,GA,341,54
N4C1W1_F,GA,337,49
N4C1W1_G,GA,334,53
N4C1W1_H,GA,324,55
N4C1W1_I,GA,338,49
N4C1W1_J,GA,353,57
N4C1W1_K,GA,325,49
N4C1W1_L,GA,335,55
N4C1W1_M,GA,317,55
N4C1W1_N,GA,334,53
N4C1W1_O,GA,337,49
N4C1W1_P,GA,342,52
N4C1W1_Q,GA,341,56
N4C1W1_R,GA,335,49
N4C1W1_S,GA,338,49
N4C1W1_T,GA,333,49
N4C1W2_A,GA,396,54
N4C1W2_B,GA,400,55
N4C1W2_C,GA,400,54
N4C1W2_D,GA,407,54
N4C1W2_E,GA,394,60
N4C1W2_F,GA,402,61
N4C1W2_G,GA,393,59
N4C1W2_H,GA,402,59
N4C1W2_I,GA,382,53
N4C1W2_J,GA,399,54
N4C1W2_K,GA,398,54
N4C1W2_L,GA,401,59
N4C1W2_M,GA,408,56
N4C1W2_N,GA,391,60
N4C1W2_O,GA,400,55
N4C1W2_P,GA,405,54
N4C1W2_Q,GA,401,54
N4C1W2_R,GA,400,61
N4C1W2_S,GA,399,61
N4C1W2_T,GA,401,55
N4C1W4_A,GA,437,64
N4C1W4_B,GA,428,56
N4C1W4_C,GA,440,61
N4C1W4_D,GA,429,64
N4C1W4_E,GA,445,58
N4C1W4_F,GA,439,57
N4C1W4_G,GA,438,63
N4C1W4_H,GA,438,64
N4C1W4_I,GA,436,63
N4C1W4_J,GA,448,64
N4C1W4_K,GA,441,58
N4C1W4_L,GA,427,63
N4C1W4_M,GA,437,63
N4C1W4_N,GA,442,58
N4C1W4_O,GA,426,64
N4C1W4_P,GA,439,58
N4C1W4_Q,GA,438,57
N4C1W4_R,GA,438,63
N4C1W4_S,GA,427,57
N4C1W4_T,GA,426,56
N4C2W1_A,GA,277,45
N4C2W1_B,GA,288,45
N4C2W1_C,GA,290,45
N4C2W1_D,GA,274,44
N4C2W1_E,GA,281,46
N4C2W1_F,GA,279,44
N4C2W1_G,GA,279,51
N4C2W1_H,GA,287,52
N4C2W1_I,GA,282,52
N4C2W1_J,GA,264,51
N4C2W1_K,GA,286,52
N4C2W1_L,GA,290,45
N4C2W1_M,GA,293,46
N4C2W1_N,GA,282,45
N4C2W1_O,GA,282,45
N4C2W1_P,GA,290,51
N4C2W1_Q,GA,282,52
N4C2W1_R,GA,285,45
N4C2W1_S,GA,280,44
N4C2W1_T,GA,288,51
N4C2W2_A,GA,340,52
N4C2W2_B,GA,337,56
N4C2W2_C,GA,337,56
N4C2W2_D,GA,344,57
N4C2W2_E,GA,341,57
N4C2W2_F,GA,346,57
N4C2W2_G,GA,337,54
N4C2W2_H,GA,346,56
N4C2W2_I,GA,350,50
N4C2W2_J,GA,340,56
N4C2W2_K,GA,346,50
N4C2W2_L,GA,343,57
N4C2W2_M,GA,344,56
N4C2W2_N,GA,348,57
N4C2W2_O,GA,335,56
N4C2W2_P,GA,346,56
N4C2W2_Q,GA,342,56
N4C2W2_R,GA,336,56
N4C2W2_S,GA,352,58
N4C2W2_T,GA,340,56
N4C2W4_A,GA,380,59
N4C2W4_B,GA,372,58
N4C2W4_C,GA,383,59
N4C2W4_D,GA,376,54
N4C2W4_E,GA,378,59
N4C2W4_F,GA,387,57
N4C2W4_G,GA,370,53
N4C2W4_H,GA,375,54
N4C2W4_I,GA,380,56
N4C2W4_J,GA,384,60
N4C2W4_K,GA,379,52
N4C2W4_L,GA,386,59
N4C2W4_M,GA,370,52
N4C2W4_N,GA,385,60
N4C2W4_O,GA,383,59
N4C2W4_P,GA,389,60
N4C2W4_Q,GA,379,59
N4C2W4_R,GA,378,59
N4C2W4_S,GA,379,54
N4C2W4_T,GA,379,59
N4C3W1_A,GA,208,38
N4C3W1_B,GA,210,38
N4C3W1_C,GA,212,33
N4C3W1_D,GA,202,38
N4C3W1_E,GA,214,37
N4C3W1_F,GA,211,38
N4C3W1_G,GA,219,39
N4C3W1_H,GA,224,33
N4C3W1_I,GA,213,39
N4C3W1_J,GA,217,38
N4C3W1_K,GA,207,37
N4C3W1_L,GA,205,38
N4C3W1_M,GA,213,37
N4C3W1_N,GA,232,40
N4C3W1_O,GA,215,33
N4C3W1_P,GA,216,32
N4C3W1_Q,GA,228,33
N4C3W1_R,GA,222,33
N4C3W1_S,GA,218,32
N4C3W1_T,GA,230,33
N4C3W2_A,GA,267,43
N4C3W2_B,GA,268,43
N4C3W2_C,GA,261,43
N4C3W2_D,GA,262,43
N4C3W2_E,GA,262,43
N4C3W2_F,GA,276,44
N4C3W2_G,GA,262,49
N4C3W2_H,GA,263,42
N4C3W2_I,GA,255,40
N4C3W2_J,GA,267,51
N4C3W2_K,GA,270,43
N4C3W2_L,GA,262,43
N4C3W2_M,GA,256,47
N4C3W2_N,GA,257,41
N4C3W2_O,GA,277,43
N4C3W2_P,GA,266,43
N4C3W2_Q,GA,262,43
N4C3W2_R,GA,249,36
N4C3W2_S,GA,260,40
N4C3W2_T,GA,248,35
N4C3W4_A,GA,287,51
N4C3W4_B,GA,283,51
N4C3W4_C,GA,285,45
N4C3W4_D,GA,284,51
N4C3W4_E,GA,289,45
N4C3W4_F,GA,296,45
N4C3W4_G,GA,296,46
N4C3W4_H,GA,296,47
N4C3W4_I,GA,292,51
N4C3W4_J,GA,278,51
N4C3W4_K,GA,273,45
N4C3W4_L,GA,287,51
N4C3W4_M,GA,283,51
N4C3W4_N,GA,300,46
N4C3W4_O,GA,305,53
N4C3W4_P,GA,292,45
N4C3W4_Q,GA,292,45
N4C3W4_R,GA,285,51
N4C3W4_S,GA,289,45
N4C3W4_T,GA,286,51
