name,alg,sol,time,opt_sol,diff,71/60opt,71/60diff
N4C1W1_H,GA,324,55,251,73,297,-27
N4C1W1_I,GA,338,49,262,76,310,-28
N4C1W1_J,GA,353,57,288,65,341,-12
N4C1W1_K,GA,325,49,253,72,299,-26
N4C1W1_L,GA,335,55,258,77,305,-30
N4C1W1_M,GA,317,55,246,71,291,-26
N4C1W1_N,GA,334,53,256,78,303,-31
N4C1W1_O,GA,337,49,258,79,305,-32
N4C1W1_P,GA,342,52,271,71,321,-21
N4C1W1_Q,GA,341,56,277,64,328,-13
N4C1W1_R,GA,335,49,254,81,301,-34
N4C1W1_S,GA,338,49,261,77,309,-29
N4C1W1_T,GA,333,49,256,77,303,-30
N4C1W2_A,GA,396,54,317,79,375,-21
N4C1W2_B,GA,400,55,328,72,388,-12
N4C1W2_C,GA,400,54,319,81,377,-23
N4C1W2_D,GA,407,54,327,80,387,-20
N4C1W2_E,GA,394,60,310,84,367,-27
N4C1W2_F,GA,402,61,321,81,380,-22
N4C1W2_G,GA,393,59,307,86,363,-30
N4C1W2_H,GA,402,59,315,87,373,-29
N4C1W2_I,GA,382,53,304,78,360,-22
N4C1W2_J,GA,399,54,311,88,368,-31
N4C1W2_K,GA,398,54,311,87,368,-30
N4C1W2_L,GA,401,59,316,85,374,-27
N4C1W2_M,GA,408,56,330,78,391,-17
N4C1W2_N,GA,391,60,311,80,368,-23
N4C1W2_O,GA,400,55,319,81,377,-23
N4C1W2_P,GA,405,54,317,88,375,-30
N4C1W2_Q,GA,401,54,319,82,377,-24
N4C1W2_R,GA,400,61,319,81,377,-23
N4C1W2_S,GA,399,61,312,87,369,-30
N4C1W2_T,GA,401,55,323,78,382,-19
N4C1W4_A,GA,437,64,368,69,435,-2
N4C1W4_B,GA,428,56,349,79,413,-15
N4C1W4_C,GA,440,61,365,75,432,-8
N4C1W4_D,GA,429,64,359,70,425,-4
N4C1W4_E,GA,445,58,373,72,441,-4
N4C1W4_F,GA,439,57,369,70,437,-2
N4C1W4_G,GA,438,63,362,76,428,-10
N4C1W4_H,GA,438,64,359,79,425,-13
N4C1W4_I,GA,436,63,359,77,425,-11
N4C1W4_J,GA,448,64,368,80,435,-13
N4C1W4_K,GA,441,58,371,70,439,-2
N4C1W4_L,GA,427,63,355,72,420,-7
N4C1W4_M,GA,437,63,360,77,426,-11
N4C1W4_N,GA,442,58,363,79,430,-12
N4C1W4_O,GA,426,64,351,75,415,-11
N4C1W4_P,GA,439,58,363,76,430,-9
N4C1W4_Q,GA,438,57,359,79,425,-13
N4C1W4_R,GA,438,63,370,68,438,0
N4C1W4_S,GA,427,57,359,68,425,-2
N4C1W4_T,GA,426,56,355,71,420,-6
N4C2W1_A,GA,277,45,210,67,249,-28
N4C2W1_B,GA,288,45,213,75,252,-36
N4C2W1_C,GA,290,45,213,77,252,-38
N4C2W1_D,GA,274,44,200,74,237,-37
N4C2W1_E,GA,281,46,215,66,254,-27
N4C2W1_F,GA,279,44,203,76,240,-39
N4C2W1_G,GA,279,51,211,68,250,-29
N4C2W1_H,GA,287,52,215,72,254,-33
N4C2W1_I,GA,282,52,209,73,247,-35
N4C2W1_J,GA,264,51,202,62,239,-25
N4C2W1_K,GA,286,52,210,76,249,-37
N4C2W1_L,GA,290,45,209,81,247,-43
N4C2W1_M,GA,293,46,217,76,257,-36
N4C2W1_N,GA,282,45,210,72,249,-33
N4C2W1_O,GA,282,45,212,70,251,-31
N4C2W1_P,GA,290,51,212,78,251,-39
N4C2W1_Q,GA,282,52,210,72,249,-33
N4C2W1_R,GA,285,45,212,73,251,-34
N4C2W1_S,GA,280,44,210,70,249,-31
N4C2W1_T,GA,288,51,212,76,251,-37
N4C2W2_A,GA,340,52,253,87,299,-41
N4C2W2_B,GA,337,56,254,83,301,-36
N4C2W2_C,GA,337,56,249,88,295,-42
N4C2W2_D,GA,344,57,258,86,305,-39
N4C2W2_E,GA,341,57,257,84,304,-37
N4C2W2_F,GA,346,57,272,74,322,-24
N4C2W2_G,GA,337,54,252,85,298,-39
N4C2W2_H,GA,346,56,255,91,302,-44
N4C2W2_I,GA,350,50,262,88,310,-40
N4C2W2_J,GA,340,56,256,84,303,-37
N4C2W2_K,GA,346,50,259,87,306,-40
N4C2W2_L,GA,343,57,263,80,311,-32
N4C2W2_M,GA,344,56,261,83,309,-35
N4C2W2_N,GA,348,57,264,84,312,-36
N4C2W2_O,GA,335,56,253,82,299,-36
N4C2W2_P,GA,346,56,266,80,315,-31
N4C2W2_Q,GA,342,56,257,85,304,-38
N4C2W2_R,GA,336,56,256,80,303,-33
N4C2W2_S,GA,352,58,273,79,323,-29
N4C2W2_T,GA,340,56,256,84,303,-37
N4C2W4_A,GA,380,59,293,87,347,-33
N4C2W4_B,GA,372,58,281,91,333,-39
N4C2W4_C,GA,383,59,295,88,349,-34
N4C2W4_D,GA,376,54,295,81,349,-27
N4C2W4_E,GA,378,59,287,91,340,-38
N4C2W4_F,GA,387,57,304,83,360,-27
N4C2W4_G,GA,370,53,291,79,344,-26
N4C2W4_H,GA,375,54,296,79,350,-25
N4C2W4_I,GA,380,56,287,93,340,-40
N4C2W4_J,GA,384,60,300,84,355,-29
N4C2W4_K,GA,379,52,289,90,342,-37
N4C2W4_L,GA,386,59,297,89,351,-35
N4C2W4_M,GA,370,52,287,83,340,-30
N4C2W4_N,GA,385,60,299,86,354,-31
N4C2W4_O,GA,383,59,293,90,347,-36
N4C2W4_P,GA,389,60,301,88,356,-33
N4C2W4_Q,GA,379,59,293,86,347,-32
N4C2W4_R,GA,378,59,300,78,355,-23
N4C2W4_S,GA,379,54,293,86,347,-32
N4C2W4_T,GA,379,59,287,92,340,-39
N4C3W1_A,GA,208,38,164,44,194,-14
N4C3W1_B,GA,210,38,165,45,195,-15
N4C3W1_C,GA,212,33,166,46,196,-16
N4C3W1_D,GA,202,38,158,44,187,-15
N4C3W1_E,GA,214,37,165,49,195,-19
N4C3W1_F,GA,211,38,164,47,194,-17
N4C3W1_G,GA,219,39,169,50,200,-19
N4C3W1_H,GA,224,33,170,54,201,-23
N4C3W1_I,GA,213,39,167,46,198,-15
N4C3W1_J,GA,217,38,169,48,200,-17
N4C3W1_K,GA,207,37,164,43,194,-13
N4C3W1_L,GA,205,38,163,42,193,-12
N4C3W1_M,GA,213,37,167,46,198,-15
N4C3W1_N,GA,232,40,176,56,208,-24
N4C3W1_O,GA,215,33,169,46,200,-15
N4C3W1_P,GA,216,32,167,49,198,-18
N4C3W1_Q,GA,228,33,176,52,208,-20
N4C3W1_R,GA,222,33,167,55,198,-24
N4C3W1_S,GA,218,32,168,50,199,-19
N4C3W1_T,GA,230,33,173,57,205,-25
N4C3W2_A,GA,267,43,203,64,240,-27
N4C3W2_B,GA,268,43,203,65,240,-28
N4C3W2_C,GA,261,43,201,60,238,-23
N4C3W2_D,GA,262,43,201,61,238,-24
N4C3W2_E,GA,262,43,200,62,237,-25
N4C3W2_F,GA,276,44,209,67,247,-29
N4C3W2_G,GA,262,49,201,61,238,-24
N4C3W2_H,GA,263,42,201,62,238,-25
N4C3W2_I,GA,255,40,198,57,234,-21
N4C3W2_J,GA,267,51,204,63,241,-26
N4C3W2_K,GA,270,43,204,66,241,-29
N4C3W2_L,GA,262,43,201,61,238,-24
N4C3W2_M,GA,256,47,198,58,234,-22
N4C3W2_N,GA,257,41,198,59,234,-23
N4C3W2_O,GA,277,43,209,68,247,-30
N4C3W2_P,GA,266,43,202,64,239,-27
N4C3W2_Q,GA,262,43,199,63,235,-27
N4C3W2_R,GA,249,36,194,55,230,-19
N4C3W2_S,GA,260,40,196,64,232,-28
N4C3W2_T,GA,248,35,195,53,231,-17
N4C3W4_A,GA,287,51,216,71,256,-31
N4C3W4_B,GA,283,51,215,68,254,-29
N4C3W4_C,GA,285,45,218,67,258,-27
N4C3W4_D,GA,284,51,215,69,254,-30
N4C3W4_E,GA,289,45,219,70,259,-30
N4C3W4_F,GA,296,45,222,74,263,-33
N4C3W4_G,GA,296,46,222,74,263,-33
N4C3W4_H,GA,296,47,219,77,259,-37
N4C3W4_I,GA,292,51,224,68,265,-27
N4C3W4_J,GA,278,51,213,65,252,-26
N4C3W4_K,GA,273,45,215,58,254,-19
N4C3W4_L,GA,287,51,219,68,259,-28
N4C3W4_M,GA,283,51,216,67,256,-27
N4C3W4_N,GA,300,46,225,75,266,-34
N4C3W4_O,GA,305,53,226,79,267,-38
N4C3W4_P,GA,292,45,219,73,259,-33
N4C3W4_Q,GA,292,45,222,70,263,-29
N4C3W4_R,GA,285,51,214,71,253,-32
N4C3W4_S,GA,289,45,216,73,256,-33
N4C3W4_T,GA,286,51,216,70,256,-30
average,,,23,,29,,-9
median,,,16,,17,,-5
