name,alg,sol,time,opt_sol,diff,71/60opt,71/60diff
N2W3B2R1,GA,15,3,14,1,17,2
N2W3B2R2,GA,15,4,15,0,18,3
N2W3B2R3,GA,15,5,15,0,18,3
N2W3B2R4,GA,15,4,15,0,18,3
N2W3B2R5,GA,15,4,14,1,17,2
N2W3B2R6,GA,15,4,14,1,17,2
N2W3B2R7,GA,16,4,15,1,18,2
N2W3B2R8,GA,15,4,14,1,17,2
N2W3B2R9,GA,16,3,15,1,18,2
N2W3B3R0,GA,16,4,15,1,18,2
N2W3B3R1,GA,14,4,13,1,15,1
N2W3B3R2,GA,15,3,14,1,17,2
N2W3B3R3,GA,15,4,14,1,17,2
N2W3B3R4,GA,16,4,15,1,18,2
N2W3B3R5,GA,16,4,15,1,18,2
N2W3B3R6,GA,15,4,15,0,18,3
N2W3B3R7,GA,13,3,13,0,15,2
N2W3B3R8,GA,15,4,15,0,18,3
N2W3B3R9,GA,14,3,14,0,17,3
N2W4B1R0,GA,12,4,12,0,14,2
N2W4B1R1,GA,12,3,12,0,14,2
N2W4B1R2,GA,12,4,12,0,14,2
N2W4B1R3,GA,12,4,12,0,14,2
N2W4B1R4,GA,12,4,12,0,14,2
N2W4B1R5,GA,12,4,12,0,14,2
N2W4B1R6,GA,12,3,11,1,13,1
N2W4B1R7,GA,12,4,12,0,14,2
N2W4B1R8,GA,12,4,11,1,13,1
N2W4B1R9,GA,12,3,11,1,13,1
N2W4B2R0,GA,11,2,11,0,13,2
N2W4B2R1,GA,12,3,11,1,13,1
N2W4B2R2,GA,12,4,11,1,13,1
N2W4B2R3,GA,11,4,11,0,13,2
N2W4B2R4,GA,12,3,12,0,14,2
N2W4B2R5,GA,12,4,12,0,14,2
N2W4B2R6,GA,12,4,12,0,14,2
N2W4B2R7,GA,12,4,11,1,13,1
N2W4B2R8,GA,13,4,12,1,14,1
N2W4B2R9,GA,12,4,11,1,13,1
N2W4B3R0,GA,12,4,12,0,14,2
N2W4B3R1,GA,12,3,12,0,14,2
N2W4B3R2,GA,13,4,12,1,14,1
N2W4B3R3,GA,12,4,11,1,13,1
N2W4B3R4,GA,12,4,12,0,14,2
N2W4B3R5,GA,11,3,10,1,12,1
N2W4B3R6,GA,11,4,11,0,13,2
N2W4B3R7,GA,12,4,11,1,13,1
N2W4B3R8,GA,12,4,11,1,13,1
N2W4B3R9,GA,13,3,12,1,14,1
N3W1B1R0,GA,80,14,67,13,79,-1
N3W1B1R1,GA,80,17,67,13,79,-1
N3W1B1R2,GA,82,15,67,15,79,-3
N3W1B1R3,GA,82,15,67,15,79,-3
N3W1B1R4,GA,80,13,67,13,79,-1
N3W1B1R5,GA,80,18,67,13,79,-1
N3W1B1R6,GA,82,16,68,14,80,-2
N3W1B1R7,GA,76,16,67,9,79,3
N3W1B1R8,GA,80,17,67,13,79,-1
N3W1B1R9,GA,79,15,67,12,79,0
N3W1B2R0,GA,80,17,67,13,79,-1
N3W1B2R1,GA,80,17,68,12,80,0
N3W1B2R2,GA,78,16,65,13,77,-1
N3W1B2R3,GA,79,17,65,14,77,-2
N3W1B2R4,GA,81,13,68,13,80,-1
N3W1B2R5,GA,77,16,65,12,77,0
N3W1B2R6,GA,82,17,66,16,78,-4
N3W1B2R7,GA,79,17,66,13,78,-1
N3W1B2R8,GA,80,17,66,14,78,-2
N3W1B2R9,GA,81,17,66,15,78,-3
N3W1B3R0,GA,86,19,68,18,80,-6
N3W1B3R1,GA,83,13,66,17,78,-5
N3W1B3R2,GA,84,14,67,17,79,-5
N3W1B3R3,GA,83,17,66,17,78,-5
N3W1B3R4,GA,86,18,68,18,80,-6
N3W1B3R5,GA,81,17,65,16,77,-4
N3W1B3R6,GA,82,17,66,16,78,-4
N3W1B3R7,GA,75,21,61,14,72,-3
N3W1B3R8,GA,79,15,65,14,77,-2
N3W1B3R9,GA,85,18,70,15,83,-2
N3W2B1R0,GA,46,9,41,5,49,3
N3W2B1R1,GA,46,8,41,5,49,3
N3W2B1R2,GA,45,11,41,4,49,4
N3W2B1R3,GA,45,11,41,4,49,4
N3W2B1R4,GA,43,10,40,3,47,4
N3W2B1R5,GA,45,10,41,4,49,4
N3W2B1R6,GA,46,10,41,5,49,3
N3W2B1R7,GA,45,10,41,4,49,4
N3W2B1R8,GA,45,10,40,5,47,2
N3W2B1R9,GA,46,10,41,5,49,3
N3W2B2R0,GA,45,10,40,5,47,2
N3W2B2R1,GA,43,10,40,3,47,4
N3W2B2R2,GA,43,10,39,4,46,3
N3W2B2R3,GA,43,10,39,4,46,3
N3W2B2R4,GA,45,10,41,4,49,4
N3W2B2R5,GA,43,10,40,3,47,4
N3W2B2R6,GA,46,8,40,6,47,1
N3W2B2R7,GA,44,11,40,4,47,3
N3W2B2R8,GA,46,11,42,4,50,4
N3W2B2R9,GA,44,11,40,4,47,3
N3W2B3R0,GA,50,12,42,8,50,0
N3W2B3R1,GA,44,11,40,4,47,3
N3W2B3R2,GA,44,10,39,5,46,2
N3W2B3R3,GA,44,11,39,5,46,2
N3W2B3R4,GA,49,11,42,7,50,1
N3W2B3R5,GA,45,10,40,5,47,2
N3W2B3R6,GA,46,10,40,6,47,1
N3W2B3R7,GA,46,11,42,4,50,4
N3W2B3R8,GA,43,10,39,4,46,3
N3W2B3R9,GA,43,11,39,4,46,3
N3W3B1R0,GA,30,8,28,2,33,3
N3W3B1R1,GA,31,9,28,3,33,2
N3W3B1R2,GA,31,8,29,2,34,3
N3W3B1R3,GA,30,8,29,1,34,4
N3W3B1R4,GA,30,8,29,1,34,4
N3W3B1R5,GA,30,8,29,1,34,4
N3W3B1R6,GA,30,8,29,1,34,4
N3W3B1R7,GA,31,8,29,2,34,3
N3W3B1R8,GA,30,8,29,1,34,4
N3W3B1R9,GA,30,8,29,1,34,4
N3W3B2R0,GA,30,8,29,1,34,4
N3W3B2R1,GA,30,8,29,1,34,4
N3W3B2R2,GA,30,8,28,2,33,3
N3W3B2R3,GA,31,6,29,2,34,3
N3W3B2R4,GA,32,9,30,2,36,4
N3W3B2R5,GA,30,8,29,1,34,4
N3W3B2R6,GA,30,9,29,1,34,4
N3W3B2R7,GA,30,8,28,2,33,3
N3W3B2R8,GA,30,8,28,2,33,3
N3W3B2R9,GA,31,8,29,2,34,3
N3W3B3R0,GA,29,8,27,2,32,3
N3W3B3R1,GA,29,6,27,2,32,3
N3W3B3R2,GA,31,9,29,2,34,3
N3W3B3R3,GA,31,7,29,2,34,3
N3W3B3R4,GA,31,9,29,2,34,3
N3W3B3R5,GA,30,8,28,2,33,3
N3W3B3R6,GA,31,8,29,2,34,3
N3W3B3R7,GA,31,8,28,3,33,2
N3W3B3R8,GA,32,8,29,3,34,2
N3W3B3R9,GA,31,8,29,2,34,3
N3W4B1R0,GA,24,8,23,1,27,3
N3W4B1R1,GA,24,7,23,1,27,3
N3W4B1R2,GA,24,7,23,1,27,3
N3W4B1R3,GA,24,7,23,1,27,3
N3W4B1R4,GA,24,8,23,1,27,3
N3W4B1R5,GA,24,7,23,1,27,3
N3W4B1R6,GA,24,7,23,1,27,3
N3W4B1R7,GA,24,7,23,1,27,3
N3W4B1R8,GA,25,8,23,2,27,2
N3W4B1R9,GA,23,7,23,0,27,4
N3W4B2R0,GA,24,7,23,1,27,3
N3W4B2R1,GA,23,7,22,1,26,3
N3W4B2R2,GA,23,7,22,1,26,3
N3W4B2R3,GA,23,7,22,1,26,3
N3W4B2R4,GA,24,7,22,2,26,2
N3W4B2R5,GA,24,7,23,1,27,3
N3W4B2R6,GA,24,7,22,2,26,2
N3W4B2R7,GA,23,5,22,1,26,3
N3W4B2R8,GA,24,7,23,1,27,3
N3W4B2R9,GA,23,7,22,1,26,3
N3W4B3R0,GA,26,8,24,2,28,2
N3W4B3R1,GA,23,7,22,1,26,3
N3W4B3R2,GA,25,8,23,2,27,2
N3W4B3R3,GA,26,7,24,2,28,2
N3W4B3R4,GA,24,8,23,1,27,3
N3W4B3R5,GA,24,7,23,1,27,3
N3W4B3R6,GA,24,10,23,1,27,3
N3W4B3R7,GA,23,7,21,2,25,2
N3W4B3R8,GA,25,5,23,2,27,2
N3W4B3R9,GA,24,6,23,1,27,3
N4W1B1R0,GA,196,35,167,29,198,2
N4W1B1R1,GA,193,35,167,26,198,5
N4W1B1R2,GA,199,30,167,32,198,-1
N4W1B1R3,GA,199,37,167,32,198,-1
N4W1B1R4,GA,199,31,167,32,198,-1
N4W1B1R5,GA,196,36,167,29,198,2
N4W1B1R6,GA,202,32,167,35,198,-4
N4W1B1R7,GA,197,30,167,30,198,1
N4W1B1R8,GA,197,30,167,30,198,1
N4W1B1R9,GA,204,37,168,36,199,-5
N4W1B2R0,GA,198,30,164,34,194,-4
N4W1B2R1,GA,207,31,170,37,201,-6
N4W1B2R2,GA,199,30,164,35,194,-5
N4W1B2R3,GA,197,31,166,31,196,-1
N4W1B2R4,GA,198,36,165,33,195,-3
N4W1B2R5,GA,193,30,161,32,191,-2
N4W1B2R6,GA,203,31,168,35,199,-4
N4W1B2R7,GA,202,30,168,34,199,-3
N4W1B2R8,GA,201,31,167,34,198,-3
N4W1B2R9,GA,206,31,169,37,200,-6
N4W1B3R0,GA,210,31,166,44,196,-14
N4W1B3R1,GA,221,32,171,50,202,-19
N4W1B3R2,GA,223,39,172,51,204,-19
N4W1B3R3,GA,216,37,170,46,201,-15
N4W1B3R4,GA,194,30,158,36,187,-7
N4W1B3R5,GA,204,31,162,42,192,-12
N4W1B3R6,GA,215,32,169,46,200,-15
N4W1B3R7,GA,204,32,163,41,193,-11
N4W1B3R8,GA,215,32,170,45,201,-14
N4W1B3R9,GA,202,31,162,40,192,-10
N4W2B1R0,GA,113,20,101,12,120,7
N4W2B1R1,GA,113,21,101,12,120,7
N4W2B1R2,GA,113,20,101,12,120,7
N4W2B1R3,GA,111,24,100,11,118,7
N4W2B1R4,GA,111,25,101,10,120,9
N4W2B1R5,GA,115,20,103,12,122,7
N4W2B1R6,GA,113,25,102,11,121,8
N4W2B1R7,GA,111,24,101,10,120,9
N4W2B1R8,GA,112,24,101,11,120,8
N4W2B1R9,GA,113,24,101,12,120,7
N4W2B2R0,GA,112,25,101,11,120,8
N4W2B2R1,GA,111,22,100,11,118,7
N4W2B2R2,GA,116,22,102,14,121,5
N4W2B2R3,GA,114,25,102,12,121,7
N4W2B2R4,GA,110,25,100,10,118,8
N4W2B2R5,GA,115,25,102,13,121,6
N4W2B2R6,GA,116,25,103,13,122,6
N4W2B2R7,GA,112,25,101,11,120,8
N4W2B2R8,GA,109,25,100,9,118,9
N4W2B2R9,GA,113,25,102,11,121,8
N4W2B3R0,GA,113,24,101,12,120,7
N4W2B3R1,GA,113,20,101,12,120,7
N4W2B3R2,GA,115,20,100,15,118,3
N4W2B3R3,GA,112,25,100,12,118,6
N4W2B3R4,GA,114,20,100,14,118,4
N4W2B3R5,GA,115,25,101,14,120,5
N4W2B3R6,GA,112,19,99,13,117,5
N4W2B3R7,GA,113,25,101,12,120,7
N4W2B3R8,GA,113,24,99,14,117,4
N4W2B3R9,GA,116,21,102,14,121,5
N4W3B1R0,GA,76,17,71,5,84,8
N4W3B1R1,GA,77,21,71,6,84,7
N4W3B1R2,GA,76,19,71,5,84,8
N4W3B1R3,GA,76,21,71,5,84,8
N4W3B1R4,GA,75,18,71,4,84,9
N4W3B1R5,GA,76,17,71,5,84,8
N4W3B1R6,GA,75,21,71,4,84,9
N4W3B1R7,GA,76,21,71,5,84,8
N4W3B1R8,GA,76,21,71,5,84,8
N4W3B1R9,GA,77,16,71,6,84,7
N4W3B2R0,GA,76,21,71,5,84,8
N4W3B2R1,GA,76,16,71,5,84,8
N4W3B2R2,GA,76,21,71,5,84,8
N4W3B2R3,GA,76,26,71,5,84,8
N4W3B2R4,GA,78,26,73,5,86,8
N4W3B2R5,GA,77,19,72,5,85,8
N4W3B2R6,GA,76,18,71,5,84,8
N4W3B2R7,GA,76,16,70,6,83,7
N4W3B2R8,GA,77,16,72,5,85,8
N4W3B2R9,GA,75,16,70,5,83,8
N4W3B3R0,GA,79,18,72,7,85,6
N4W3B3R1,GA,77,16,71,6,84,7
N4W3B3R2,GA,77,17,72,5,85,8
N4W3B3R3,GA,77,20,71,6,84,7
N4W3B3R4,GA,79,19,73,6,86,7
N4W3B3R5,GA,80,24,73,7,86,6
N4W3B3R6,GA,81,17,73,8,86,5
N4W3B3R7,GA,81,21,74,7,88,7
N4W3B3R8,GA,78,19,72,6,85,7
N4W3B3R9,GA,77,18,71,6,84,7
N4W4B1R0,GA,59,14,56,3,66,7
N4W4B1R1,GA,59,18,56,3,66,7
N4W4B1R2,GA,59,17,56,3,66,7
N4W4B1R3,GA,59,17,56,3,66,7
N4W4B1R4,GA,59,15,56,3,66,7
N4W4B1R5,GA,59,17,56,3,66,7
N4W4B1R6,GA,59,15,56,3,66,7
N4W4B1R7,GA,59,17,56,3,66,7
N4W4B1R8,GA,59,17,56,3,66,7
N4W4B1R9,GA,58,13,55,3,65,7
N4W4B2R0,GA,58,17,55,3,65,7
N4W4B2R1,GA,60,16,57,3,67,7
N4W4B2R2,GA,60,17,57,3,67,7
N4W4B2R3,GA,60,17,57,3,67,7
N4W4B2R4,GA,59,15,56,3,66,7
N4W4B2R5,GA,58,17,55,3,65,7
N4W4B2R6,GA,58,13,56,2,66,8
N4W4B2R7,GA,59,17,57,2,67,8
N4W4B2R8,GA,58,17,55,3,65,7
N4W4B2R9,GA,59,13,56,3,66,7
N4W4B3R0,GA,58,16,55,3,65,7
N4W4B3R1,GA,58,17,54,4,64,6
N4W4B3R2,GA,61,21,57,4,67,6
N4W4B3R3,GA,60,20,56,4,66,6
N4W4B3R4,GA,58,16,55,3,65,7
N4W4B3R5,GA,58,17,55,3,65,7
N4W4B3R6,GA,61,17,58,3,69,8
N4W4B3R7,GA,60,13,57,3,67,7
N4W4B3R8,GA,61,13,57,4,67,6
N4W4B3R9,GA,60,13,56,4,66,6
average,,,10.2125,,6,,2
median,,,7,,2,,2
